gene	transcript	canonical	obs_lof	exp_lof	oe_lof	oe_lof_lower	oe_lof_upper	obs_mis	exp_mis	oe_mis	oe_mis_lower	oe_mis_upper	obs_syn	exp_syn	oe_syn	oe_syn_lower	oe_syn_upper	lof_z	mis_z	syn_z	pLI	pRec	pNull	gene_issues
CKLF-CMTM1	ENST00000529718	false	2	2.6057e+00	7.6756e-01	2.9800e-01	1.8020e+00	32	3.5966e+01	8.8972e-01	6.7100e-01	1.1950e+00	11	1.3398e+01	8.2099e-01	5.1600e-01	1.3570e+00	3.4968e-01	2.3993e-01	5.1302e-01	3.6365e-02	6.4459e-01	3.1904e-01	[]
CKLF-CMTM1	ENST00000532838	false	0	2.6799e+00	0.0000e+00	0.0000e+00	1.0850e+00	39	3.5282e+01	1.1054e+00	8.5500e-01	1.4440e+00	7	1.2086e+01	5.7916e-01	3.2800e-01	1.0880e+00	1.5257e+00	-2.2710e-01	1.1455e+00	5.8755e-01	3.7429e-01	3.8162e-02	[]
CKM	ENST00000221476	true	6	1.5141e+01	3.9628e-01	2.1600e-01	7.8200e-01	217	2.4646e+02	8.8048e-01	7.8700e-01	9.8500e-01	101	1.0102e+02	9.9980e-01	8.5000e-01	1.1800e+00	2.1893e+00	6.8067e-01	1.6083e-03	8.1944e-03	9.7922e-01	1.2582e-02	[]
CKMT1A	ENST00000413453	true	10	1.0038e+01	9.9626e-01	6.1200e-01	1.6510e+00	92	1.1299e+02	8.1421e-01	6.8700e-01	9.6800e-01	32	3.6733e+01	8.7116e-01	6.5700e-01	1.1700e+00	1.1045e-02	7.1647e-01	6.1139e-01	3.1777e-07	1.8755e-01	8.1245e-01	[]
CKMT1A	ENST00000434505	false	10	1.0038e+01	9.9626e-01	6.1200e-01	1.6510e+00	92	1.1299e+02	8.1421e-01	6.8700e-01	9.6800e-01	32	3.6733e+01	8.7116e-01	6.5700e-01	1.1700e+00	1.1045e-02	7.1647e-01	6.1139e-01	3.1777e-07	1.8755e-01	8.1245e-01	[]
CKMT1B	ENST00000300283	true	8	1.0531e+01	7.5968e-01	4.4500e-01	1.3670e+00	94	1.1084e+02	8.4810e-01	7.1700e-01	1.0070e+00	33	3.6480e+01	9.0460e-01	6.8500e-01	1.2100e+00	7.2683e-01	5.8016e-01	4.5113e-01	3.2199e-05	5.8391e-01	4.1606e-01	[]
CKMT1B	ENST00000413657	false	3	2.6460e+00	1.1338e+00	4.7300e-01	1.8890e+00	28	3.7999e+01	7.3686e-01	5.4500e-01	1.0100e+00	18	1.3507e+01	1.3326e+00	9.1500e-01	1.8510e+00	-2.0280e-01	5.8847e-01	-9.5708e-01	5.3519e-03	4.8612e-01	5.0853e-01	[]
CKMT1B	ENST00000441322	false	8	1.0531e+01	7.5968e-01	4.4500e-01	1.3670e+00	94	1.1084e+02	8.4810e-01	7.1700e-01	1.0070e+00	33	3.6480e+01	9.0460e-01	6.8500e-01	1.2100e+00	7.2683e-01	5.8016e-01	4.5113e-01	3.2199e-05	5.8391e-01	4.1606e-01	[]
CKMT1B	ENST00000450086	false	3	3.3220e+00	9.0308e-01	3.9600e-01	1.8190e+00	24	3.3476e+01	7.1692e-01	5.1800e-01	1.0080e+00	15	1.1087e+01	1.3529e+00	8.9500e-01	1.8780e+00	1.6464e-01	5.9418e-01	-9.2001e-01	8.1385e-03	5.7411e-01	4.1775e-01	[]
CKMT1B	ENST00000453782	false	0	1.5271e-01	0.0000e+00	0.0000e+00	1.8840e+00	5	4.7590e+00	1.0506e+00	5.3500e-01	1.8340e+00	4	2.1827e+00	1.8326e+00	7.1900e-01	1.9470e+00	3.6420e-01	-4.0083e-02	-9.6306e-01	3.0409e-01	4.9847e-01	1.9744e-01	[]
CKMT2	ENST00000254035	false	25	2.3843e+01	1.0485e+00	7.6300e-01	1.4640e+00	210	2.7094e+02	7.7509e-01	6.9200e-01	8.6900e-01	108	1.0470e+02	1.0315e+00	8.8200e-01	1.2100e+00	-2.2080e-01	1.3430e+00	-2.5262e-01	1.9663e-17	3.6739e-03	9.9633e-01	[]
CKMT2	ENST00000424301	true	25	2.3843e+01	1.0485e+00	7.6300e-01	1.4640e+00	210	2.7094e+02	7.7509e-01	6.9200e-01	8.6900e-01	108	1.0470e+02	1.0315e+00	8.8200e-01	1.2100e+00	-2.2080e-01	1.3430e+00	-2.5262e-01	1.9663e-17	3.6739e-03	9.9633e-01	[]
CKMT2	ENST00000437669	false	25	2.3843e+01	1.0485e+00	7.6300e-01	1.4640e+00	210	2.7094e+02	7.7509e-01	6.9200e-01	8.6900e-01	108	1.0470e+02	1.0315e+00	8.8200e-01	1.2100e+00	-2.2080e-01	1.3430e+00	-2.5262e-01	1.9663e-17	3.6739e-03	9.9633e-01	[]
CKMT2	ENST00000505060	false	3	6.0169e+00	4.9859e-01	2.2600e-01	1.2780e+00	83	9.9556e+01	8.3370e-01	6.9700e-01	1.0010e+00	37	4.0701e+01	9.0907e-01	6.9800e-01	1.1960e+00	1.1463e+00	6.0196e-01	4.5420e-01	3.2099e-02	8.2644e-01	1.4146e-01	[]
CKMT2	ENST00000511719	false	3	6.1762e+00	4.8573e-01	2.2000e-01	1.2470e+00	93	1.1446e+02	8.1248e-01	6.8600e-01	9.6500e-01	43	4.6297e+01	9.2878e-01	7.2700e-01	1.1980e+00	1.1911e+00	7.2781e-01	3.7939e-01	3.4401e-02	8.3448e-01	1.3112e-01	[]
CKS1B	ENST00000308987	true	1	5.2934e+00	1.8891e-01	6.6000e-02	8.9500e-01	21	4.4839e+01	4.6834e-01	3.3100e-01	6.7400e-01	13	1.6605e+01	7.8291e-01	5.0900e-01	1.2450e+00	1.7392e+00	1.2915e+00	6.9259e-01	4.3207e-01	5.3877e-01	2.9155e-02	[]
CKS1B	ENST00000368436	false	1	3.9157e+00	2.5538e-01	9.0000e-02	1.1910e+00	14	3.7121e+01	3.7715e-01	2.4800e-01	5.9000e-01	10	1.4011e+01	7.1370e-01	4.3900e-01	1.2100e+00	1.3732e+00	1.3767e+00	8.3905e-01	3.0082e-01	6.2797e-01	7.1212e-02	[]
CKS1B	ENST00000368439	false	0	3.1462e+00	0.0000e+00	0.0000e+00	9.4100e-01	19	3.6949e+01	5.1423e-01	3.5800e-01	7.5500e-01	8	1.2175e+01	6.5711e-01	3.8500e-01	1.1850e+00	1.6531e+00	1.0712e+00	9.3673e-01	6.3389e-01	3.3919e-01	2.6921e-02	[]
CKS1B	ENST00000600888	true	NA	NA	NA	NA	NA	23	2.9229e+01	7.8690e-01	5.6500e-01	1.1150e+00	11	1.2945e+01	8.4972e-01	5.3400e-01	1.4040e+00	NA	4.1795e-01	4.2334e-01	NA	NA	NA	["no_exp_lof"]
CKS2	ENST00000314355	true	1	5.2558e+00	1.9027e-01	6.7000e-02	9.0100e-01	17	3.8681e+01	4.3949e-01	3.0000e-01	6.5900e-01	15	1.1954e+01	1.2549e+00	8.3400e-01	1.8210e+00	1.7301e+00	1.2647e+00	-6.8987e-01	4.2836e-01	5.4172e-01	2.9914e-02	[]
CLASP1	ENST00000263710	true	7	8.8766e+01	7.8859e-02	4.4000e-02	1.4800e-01	544	8.5723e+02	6.3460e-01	5.9100e-01	6.8100e-01	307	3.2030e+02	9.5849e-01	8.7200e-01	1.0530e+00	8.0882e+00	3.8811e+00	5.8166e-01	1.0000e+00	6.8364e-10	1.2807e-28	[]
CLASP1	ENST00000397587	false	4	8.5143e+01	4.6980e-02	2.2000e-02	1.0800e-01	502	8.1178e+02	6.1839e-01	5.7400e-01	6.6600e-01	289	3.0596e+02	9.4457e-01	8.5700e-01	1.0410e+00	8.1956e+00	3.9444e+00	7.5912e-01	1.0000e+00	1.8824e-11	2.4490e-30	[]
CLASP1	ENST00000409078	false	4	8.4940e+01	4.7092e-02	2.2000e-02	1.0800e-01	500	8.0710e+02	6.1950e-01	5.7500e-01	6.6700e-01	287	3.0418e+02	9.4351e-01	8.5600e-01	1.0400e+00	8.1849e+00	3.9216e+00	7.7135e-01	1.0000e+00	2.0310e-11	2.9470e-30	[]
CLASP1	ENST00000418989	false	1	6.4019e+00	1.5620e-01	5.5000e-02	7.4100e-01	55	7.9747e+01	6.8968e-01	5.5400e-01	8.6300e-01	21	2.7232e+01	7.7116e-01	5.4600e-01	1.1100e+00	1.9897e+00	1.0053e+00	9.3497e-01	5.4102e-01	4.4568e-01	1.3299e-02	[]
CLASP1	ENST00000449975	false	1	4.3282e+00	2.3104e-01	8.1000e-02	1.0870e+00	48	5.8013e+01	8.2740e-01	6.5500e-01	1.0520e+00	15	1.9807e+01	7.5731e-01	5.0600e-01	1.1660e+00	1.4909e+00	4.7692e-01	8.4566e-01	3.3879e-01	6.0613e-01	5.5080e-02	[]
CLASP1	ENST00000455322	false	5	8.5664e+01	5.8368e-02	3.0000e-02	1.2300e-01	513	8.1747e+02	6.2755e-01	5.8300e-01	6.7500e-01	291	3.0775e+02	9.4558e-01	8.5800e-01	1.0420e+00	8.1224e+00	3.8632e+00	7.4749e-01	1.0000e+00	8.0604e-11	1.7126e-29	[]
CLASP1	ENST00000463621	false	0	8.9821e+00	0.0000e+00	0.0000e+00	3.3300e-01	79	9.9460e+01	7.9429e-01	6.6100e-01	9.5800e-01	37	3.4402e+01	1.0755e+00	8.2600e-01	1.4150e+00	2.7931e+00	7.4426e-01	-3.4685e-01	9.4292e-01	5.6885e-02	1.9663e-04	[]
CLASP1	ENST00000541377	false	6	8.4242e+01	7.1223e-02	3.8000e-02	1.4100e-01	502	8.1012e+02	6.1966e-01	5.7500e-01	6.6700e-01	289	3.0479e+02	9.4818e-01	8.6000e-01	1.0450e+00	7.9447e+00	3.9272e+00	7.0834e-01	1.0000e+00	7.1368e-10	7.0282e-28	[]
CLASP1	ENST00000541859	false	4	6.9583e+01	5.7486e-02	2.7000e-02	1.3200e-01	431	6.9006e+02	6.2458e-01	5.7600e-01	6.7600e-01	247	2.6600e+02	9.2856e-01	8.3600e-01	1.0320e+00	7.3273e+00	3.5776e+00	9.1230e-01	1.0000e+00	6.3412e-09	3.5112e-24	[]
CLASP1	ENST00000545861	false	4	6.9728e+01	5.7366e-02	2.7000e-02	1.3100e-01	421	6.8505e+02	6.1456e-01	5.6700e-01	6.6600e-01	246	2.6465e+02	9.2952e-01	8.3700e-01	1.0330e+00	7.3359e+00	3.6598e+00	8.9775e-01	1.0000e+00	6.0052e-09	3.0751e-24	[]
CLASP2	ENST00000307312	false	5	5.4142e+01	9.2350e-02	4.7000e-02	1.9400e-01	306	5.2330e+02	5.8475e-01	5.3200e-01	6.4300e-01	183	1.7895e+02	1.0227e+00	9.0600e-01	1.1560e+00	6.2243e+00	3.4460e+00	-2.3733e-01	9.9999e-01	1.0625e-05	5.0700e-17	[]
CLASP2	ENST00000313350	false	2	2.5473e+01	7.8516e-02	3.1000e-02	2.4700e-01	115	2.1453e+02	5.3604e-01	4.6000e-01	6.2600e-01	70	7.6313e+01	9.1727e-01	7.5600e-01	1.1190e+00	4.3344e+00	2.4653e+00	5.6583e-01	9.9659e-01	3.4114e-03	7.8446e-09	[]
CLASP2	ENST00000333778	false	2	2.3215e+01	8.6152e-02	3.4000e-02	2.7100e-01	139	2.2394e+02	6.2070e-01	5.4000e-01	7.1500e-01	79	8.1129e+01	9.7376e-01	8.1100e-01	1.1740e+00	4.1035e+00	2.0592e+00	1.8506e-01	9.9210e-01	7.9016e-03	6.1083e-08	[]
CLASP2	ENST00000359576	false	9	8.2621e+01	1.0893e-01	6.5000e-02	1.9000e-01	452	7.6037e+02	5.9445e-01	5.4900e-01	6.4300e-01	248	2.6352e+02	9.4110e-01	8.4800e-01	1.0450e+00	7.5485e+00	4.0570e+00	7.4867e-01	1.0000e+00	1.8421e-07	4.3642e-24	[]
CLASP2	ENST00000399362	false	9	8.3491e+01	1.0780e-01	6.4000e-02	1.8800e-01	452	7.6445e+02	5.9128e-01	5.4700e-01	6.3900e-01	249	2.6439e+02	9.4179e-01	8.4800e-01	1.0460e+00	7.5978e+00	4.0996e+00	7.4106e-01	1.0000e+00	1.3305e-07	1.9756e-24	[]
CLASP2	ENST00000461133	false	6	7.1816e+01	8.3547e-02	4.5000e-02	1.6500e-01	369	6.5600e+02	5.6250e-01	5.1600e-01	6.1300e-01	226	2.2521e+02	1.0035e+00	8.9900e-01	1.1200e+00	7.2381e+00	4.0651e+00	-4.0983e-02	1.0000e+00	7.4443e-08	5.7960e-23	[]
CLASP2	ENST00000468888	true	9	8.3274e+01	1.0808e-01	6.4000e-02	1.8900e-01	452	7.6490e+02	5.9093e-01	5.4600e-01	6.3900e-01	250	2.6455e+02	9.4501e-01	8.5100e-01	1.0490e+00	7.5855e+00	4.1043e+00	7.0025e-01	1.0000e+00	1.4433e-07	2.4088e-24	[]
CLASP2	ENST00000475576	false	4	1.3669e+01	2.9263e-01	1.4300e-01	6.7000e-01	70	1.1040e+02	6.3406e-01	5.2200e-01	7.7400e-01	41	3.8817e+01	1.0562e+00	8.2200e-01	1.3700e+00	2.4373e+00	1.3949e+00	-2.7429e-01	1.1491e-01	8.7975e-01	5.3410e-03	[]
CLASP2	ENST00000480013	false	8	7.2989e+01	1.0961e-01	6.3000e-02	1.9800e-01	380	6.6712e+02	5.6961e-01	5.2300e-01	6.2000e-01	234	2.3123e+02	1.0120e+00	9.0900e-01	1.1280e+00	7.0895e+00	4.0328e+00	-1.4262e-01	1.0000e+00	1.2992e-06	2.5135e-21	[]
CLASP2	ENST00000480385	false	2	1.2079e+01	1.6558e-01	6.7000e-02	5.2100e-01	58	1.0133e+02	5.7240e-01	4.6200e-01	7.1200e-01	29	3.3074e+01	8.7683e-01	6.5200e-01	1.1960e+00	2.7027e+00	1.5615e+00	5.5458e-01	6.6035e-01	3.3861e-01	1.0351e-03	[]
CLASP2	ENST00000485378	false	1	1.2784e+01	7.8222e-02	2.7000e-02	3.7100e-01	44	1.1436e+02	3.8475e-01	3.0100e-01	4.9500e-01	32	3.9572e+01	8.0866e-01	6.0900e-01	1.0860e+00	3.0716e+00	2.3868e+00	9.4241e-01	9.2955e-01	7.0379e-02	6.8203e-05	[]
CLASP2	ENST00000487200	false	2	2.3157e+01	8.6366e-02	3.4000e-02	2.7200e-01	135	2.2560e+02	5.9839e-01	5.1900e-01	6.9000e-01	78	8.1404e+01	9.5818e-01	7.9700e-01	1.1570e+00	4.0975e+00	2.1884e+00	2.9541e-01	9.9193e-01	8.0718e-03	6.4354e-08	[]
CLASP2	ENST00000487553	false	0	7.7514e+00	0.0000e+00	0.0000e+00	3.8600e-01	56	1.1391e+02	4.9161e-01	3.9600e-01	6.1400e-01	49	4.0302e+01	1.2158e+00	9.6600e-01	1.5420e+00	2.5947e+00	1.9685e+00	-1.0728e+00	9.1221e-01	8.7202e-02	5.8370e-04	[]
CLASP2	ENST00000496954	false	1	1.1112e+01	8.9997e-02	3.1000e-02	4.2700e-01	36	8.6117e+01	4.1803e-01	3.1900e-01	5.5200e-01	21	2.9206e+01	7.1902e-01	5.0900e-01	1.0350e+00	2.8270e+00	1.9592e+00	1.1889e+00	8.7576e-01	1.2394e-01	2.9490e-04	[]
CLASP2	ENST00000539981	false	7	6.1397e+01	1.1401e-01	6.4000e-02	2.1400e-01	312	5.5201e+02	5.6521e-01	5.1400e-01	6.2100e-01	184	1.8926e+02	9.7221e-01	8.6100e-01	1.0990e+00	6.4700e+00	3.7059e+00	2.9932e-01	9.9998e-01	1.9065e-05	8.6239e-18	[]
CLASRP	ENST00000221455	true	10	4.4000e+01	2.2727e-01	1.3900e-01	3.8600e-01	328	4.8775e+02	6.7247e-01	6.1400e-01	7.3700e-01	186	1.7997e+02	1.0335e+00	9.1600e-01	1.1670e+00	4.7770e+00	2.6242e+00	-3.5189e-01	3.5752e-01	6.4248e-01	3.3409e-08	[]
CLASRP	ENST00000391953	false	9	4.1285e+01	2.1800e-01	1.3000e-01	3.8000e-01	301	4.4832e+02	6.7139e-01	6.1000e-01	7.3900e-01	172	1.6419e+02	1.0476e+00	9.2400e-01	1.1890e+00	4.6828e+00	2.5241e+00	-4.7705e-01	5.1181e-01	4.8819e-01	5.0529e-08	[]
CLASRP	ENST00000544944	false	10	4.2349e+01	2.3613e-01	1.4500e-01	4.0100e-01	326	4.7809e+02	6.8188e-01	6.2200e-01	7.4700e-01	180	1.7450e+02	1.0315e+00	9.1300e-01	1.1670e+00	4.6328e+00	2.5234e+00	-3.2614e-01	2.3083e-01	7.6917e-01	9.7068e-08	[]
CLASRP	ENST00000588936	false	1	5.3517e+00	1.8686e-01	6.5000e-02	8.8500e-01	13	6.0915e+01	2.1341e-01	1.3800e-01	3.3900e-01	19	2.3007e+01	8.2585e-01	5.7500e-01	1.2120e+00	1.7531e+00	2.2272e+00	6.5401e-01	4.3782e-01	5.3417e-01	2.8016e-02	[]
CLASRP	ENST00000591904	false	1	1.2388e+01	8.0726e-02	2.8000e-02	3.8300e-01	58	9.0183e+01	6.4314e-01	5.2000e-01	8.0000e-01	39	3.0745e+01	1.2685e+00	9.8100e-01	1.6540e+00	3.0154e+00	1.2294e+00	-1.1656e+00	9.1918e-01	8.0720e-02	9.6789e-05	[]
CLC	ENST00000221804	true	7	6.6223e+00	1.0570e+00	5.9400e-01	1.7930e+00	75	7.5041e+01	9.9945e-01	8.2900e-01	1.2110e+00	32	2.6456e+01	1.2096e+00	9.1200e-01	1.6210e+00	-1.3678e-01	1.7336e-03	-8.4396e-01	1.8018e-05	2.7093e-01	7.2905e-01	[]
CLCA1	ENST00000234701	true	21	4.2428e+01	4.9496e-01	3.5000e-01	7.1300e-01	447	4.8963e+02	9.1294e-01	8.4400e-01	9.8700e-01	194	1.8497e+02	1.0488e+00	9.3200e-01	1.1810e+00	3.0659e+00	6.9889e-01	-5.1982e-01	4.0899e-09	9.9942e-01	5.7683e-04	[]
CLCA1	ENST00000394711	false	21	4.2428e+01	4.9496e-01	3.5000e-01	7.1300e-01	447	4.8963e+02	9.1294e-01	8.4400e-01	9.8700e-01	194	1.8497e+02	1.0488e+00	9.3200e-01	1.1810e+00	3.0659e+00	6.9889e-01	-5.1982e-01	4.0899e-09	9.9942e-01	5.7683e-04	[]
CLCA2	ENST00000370565	true	43	4.3339e+01	9.9217e-01	7.7600e-01	1.2790e+00	466	4.9084e+02	9.4939e-01	8.7900e-01	1.0250e+00	200	1.7419e+02	1.1482e+00	1.0220e+00	1.2910e+00	4.8050e-02	4.0677e-01	-1.5312e+00	1.2525e-28	1.2416e-04	9.9988e-01	[]
CLCA4	ENST00000263723	false	7	7.2030e+00	9.7182e-01	5.4900e-01	1.7190e+00	99	1.2031e+02	8.2288e-01	6.9800e-01	9.7200e-01	47	4.2789e+01	1.0984e+00	8.6800e-01	1.4010e+00	7.0493e-02	7.0479e-01	-5.0406e-01	2.7822e-05	3.3668e-01	6.6329e-01	[]
CLCA4	ENST00000370563	true	27	3.4372e+01	7.8552e-01	5.7800e-01	1.0830e+00	465	4.7957e+02	9.6962e-01	8.9800e-01	1.0470e+00	167	1.7080e+02	9.7776e-01	8.6100e-01	1.1120e+00	1.1719e+00	2.4131e-01	2.2755e-01	1.8681e-15	1.8410e-01	8.1590e-01	[]
CLCC1	ENST00000302500	false	5	1.6458e+01	3.0380e-01	1.5800e-01	6.3900e-01	193	2.3064e+02	8.3682e-01	7.4300e-01	9.4300e-01	91	8.6620e+01	1.0506e+00	8.8600e-01	1.2510e+00	2.6323e+00	8.9904e-01	-3.6847e-01	6.6338e-02	9.3093e-01	2.7296e-03	[]
CLCC1	ENST00000348264	false	3	1.0759e+01	2.7885e-01	1.2600e-01	7.2100e-01	157	1.9724e+02	7.9599e-01	6.9800e-01	9.0900e-01	81	7.5736e+01	1.0695e+00	8.9300e-01	1.2870e+00	2.2045e+00	1.0394e+00	-4.7362e-01	1.8419e-01	8.0501e-01	1.0799e-02	[]
CLCC1	ENST00000356970	false	9	2.7113e+01	3.3194e-01	1.9900e-01	5.7900e-01	242	2.9731e+02	8.1398e-01	7.3200e-01	9.0500e-01	107	1.0895e+02	9.8210e-01	8.3900e-01	1.1530e+00	3.2420e+00	1.1636e+00	1.4632e-01	5.2048e-03	9.9459e-01	2.0775e-04	[]
CLCC1	ENST00000369968	false	4	1.3201e+01	3.0300e-01	1.4800e-01	6.9300e-01	157	1.9724e+02	7.9599e-01	6.9800e-01	9.0900e-01	81	7.5736e+01	1.0695e+00	8.9300e-01	1.2870e+00	2.3602e+00	1.0394e+00	-4.7362e-01	9.8123e-02	8.9489e-01	6.9844e-03	[]
CLCC1	ENST00000369969	false	6	1.8901e+01	3.1745e-01	1.7300e-01	6.2700e-01	193	2.3064e+02	8.3682e-01	7.4300e-01	9.4300e-01	91	8.6620e+01	1.0506e+00	8.8600e-01	1.2510e+00	2.7655e+00	8.9904e-01	-3.6847e-01	3.2967e-02	9.6539e-01	1.6469e-03	[]
CLCC1	ENST00000369970	false	10	2.5777e+01	3.8794e-01	2.3800e-01	6.5800e-01	216	2.7264e+02	7.9225e-01	7.0800e-01	8.8700e-01	102	1.0105e+02	1.0094e+00	8.5900e-01	1.1900e+00	2.8962e+00	1.2444e+00	-7.4353e-02	6.0941e-04	9.9847e-01	9.2300e-04	[]
CLCC1	ENST00000369971	true	9	2.7113e+01	3.3194e-01	1.9900e-01	5.7900e-01	242	2.9731e+02	8.1398e-01	7.3200e-01	9.0500e-01	107	1.0895e+02	9.8210e-01	8.3900e-01	1.1530e+00	3.2420e+00	1.1636e+00	1.4632e-01	5.2048e-03	9.9459e-01	2.0775e-04	[]
CLCC1	ENST00000369976	false	5	1.0845e+01	4.6106e-01	2.4000e-01	9.6900e-01	103	1.3123e+02	7.8485e-01	6.6800e-01	9.2400e-01	37	4.5800e+01	8.0786e-01	6.2000e-01	1.0630e+00	1.6541e+00	8.9413e-01	1.0181e+00	8.1710e-03	9.3591e-01	5.5923e-02	[]
CLCC1	ENST00000415331	false	10	2.5777e+01	3.8794e-01	2.3800e-01	6.5800e-01	216	2.7264e+02	7.9225e-01	7.0800e-01	8.8700e-01	102	1.0105e+02	1.0094e+00	8.5900e-01	1.1900e+00	2.8962e+00	1.2444e+00	-7.4353e-02	6.0941e-04	9.9847e-01	9.2300e-04	[]
CLCF1	ENST00000312438	true	0	9.4670e+00	0.0000e+00	0.0000e+00	3.1600e-01	104	1.3916e+02	7.4734e-01	6.3700e-01	8.8000e-01	54	5.6906e+01	9.4893e-01	7.6200e-01	1.1900e+00	2.8675e+00	1.0813e+00	3.0163e-01	9.5197e-01	4.7905e-02	1.2762e-04	[]
CLCF1	ENST00000528474	false	0	7.9466e+00	0.0000e+00	0.0000e+00	3.7600e-01	99	1.3378e+02	7.4001e-01	6.2800e-01	8.7500e-01	52	5.6083e+01	9.2720e-01	7.4100e-01	1.1680e+00	2.6272e+00	1.0909e+00	4.2683e-01	9.1794e-01	8.1569e-02	4.9165e-04	[]
CLCF1	ENST00000533438	false	0	7.9466e+00	0.0000e+00	0.0000e+00	3.7600e-01	99	1.3378e+02	7.4001e-01	6.2800e-01	8.7500e-01	52	5.6083e+01	9.2720e-01	7.4100e-01	1.1680e+00	2.6272e+00	1.0909e+00	4.2683e-01	9.1794e-01	8.1569e-02	4.9165e-04	[]
CLCN1	ENST00000343257	true	36	4.7361e+01	7.6011e-01	5.8200e-01	1.0040e+00	526	5.4430e+02	9.6639e-01	8.9900e-01	1.0390e+00	227	2.1793e+02	1.0416e+00	9.3400e-01	1.1630e+00	1.5386e+00	2.8449e-01	-4.8120e-01	8.9391e-20	1.9094e-01	8.0906e-01	[]
CLCN2	ENST00000265593	true	26	4.5971e+01	5.6558e-01	4.1400e-01	7.8500e-01	492	5.3725e+02	9.1578e-01	8.5000e-01	9.8700e-01	228	2.0742e+02	1.0992e+00	9.8600e-01	1.2270e+00	2.7451e+00	7.0817e-01	-1.1186e+00	4.0241e-12	9.9597e-01	4.0312e-03	[]
CLCN2	ENST00000344937	false	25	4.5484e+01	5.4964e-01	4.0000e-01	7.6800e-01	485	5.2590e+02	9.2223e-01	8.5500e-01	9.9400e-01	224	2.0397e+02	1.0982e+00	9.8400e-01	1.2270e+00	2.8307e+00	6.4698e-01	-1.0980e+00	1.7481e-11	9.9757e-01	2.4274e-03	[]
CLCN2	ENST00000423355	false	5	8.2943e+00	6.0283e-01	3.1400e-01	1.2640e+00	83	7.9009e+01	1.0505e+00	8.7900e-01	1.2610e+00	32	3.0355e+01	1.0542e+00	7.9500e-01	1.4160e+00	1.0660e+00	-1.6289e-01	-2.3371e-01	2.7160e-03	8.0749e-01	1.8980e-01	[]
CLCN2	ENST00000434054	false	25	4.3793e+01	5.7087e-01	4.1500e-01	7.9700e-01	477	5.1589e+02	9.2462e-01	8.5700e-01	9.9700e-01	217	1.9968e+02	1.0867e+00	9.7200e-01	1.2160e+00	2.6466e+00	6.2116e-01	-9.5968e-01	9.2528e-12	9.9400e-01	5.9987e-03	[]
CLCN2	ENST00000457512	false	25	4.4684e+01	5.5949e-01	4.0700e-01	7.8100e-01	483	5.2314e+02	9.2326e-01	8.5600e-01	9.9500e-01	219	2.0177e+02	1.0854e+00	9.7100e-01	1.2140e+00	2.7443e+00	6.3672e-01	-9.4951e-01	1.2940e-11	9.9627e-01	3.7265e-03	[]
CLCN3	ENST00000347613	true	4	4.1379e+01	9.6666e-02	4.7000e-02	2.2100e-01	207	4.7846e+02	4.3264e-01	3.8500e-01	4.8500e-01	147	1.7271e+02	8.5112e-01	7.4300e-01	9.7600e-01	5.4156e+00	4.5022e+00	1.5319e+00	9.9976e-01	2.4155e-04	5.0551e-13	[]
CLCN3	ENST00000360642	false	2	3.7043e+01	5.3991e-02	2.1000e-02	1.7000e-01	186	4.3974e+02	4.2298e-01	3.7400e-01	4.7800e-01	140	1.5592e+02	8.9789e-01	7.8200e-01	1.0330e+00	5.3660e+00	4.3897e+00	9.9828e-01	9.9995e-01	4.5187e-05	2.0804e-13	[]
CLCN3	ENST00000504131	false	3	3.8604e+01	7.7713e-02	3.4000e-02	2.0100e-01	188	4.3809e+02	4.2914e-01	3.8000e-01	4.8400e-01	137	1.5584e+02	8.7912e-01	7.6400e-01	1.0130e+00	5.3405e+00	4.3347e+00	1.1814e+00	9.9987e-01	1.3113e-04	5.6410e-13	[]
CLCN3	ENST00000507875	false	1	3.3467e+01	2.9880e-02	1.0000e-02	1.4200e-01	165	3.9154e+02	4.2141e-01	3.7000e-01	4.8000e-01	124	1.4067e+02	8.8152e-01	7.6100e-01	1.0230e+00	5.2304e+00	4.1534e+00	1.1002e+00	9.9997e-01	3.3089e-05	4.8132e-13	[]
CLCN3	ENST00000511092	false	0	8.6127e+00	0.0000e+00	0.0000e+00	3.4700e-01	36	9.0814e+01	3.9642e-01	3.0300e-01	5.2300e-01	25	3.3898e+01	7.3751e-01	5.3600e-01	1.0300e+00	2.7351e+00	2.0867e+00	1.1966e+00	9.3497e-01	6.4761e-02	2.7296e-04	[]
CLCN3	ENST00000512813	false	0	5.8898e+00	0.0000e+00	0.0000e+00	5.0800e-01	29	6.9356e+01	4.1813e-01	3.1000e-01	5.7000e-01	19	2.4834e+01	7.6508e-01	5.3300e-01	1.1230e+00	2.2618e+00	1.7579e+00	9.1657e-01	8.3664e-01	1.6044e-01	2.9183e-03	[]
CLCN3	ENST00000513761	false	2	3.8627e+01	5.1777e-02	2.0000e-02	1.6300e-01	190	4.5361e+02	4.1886e-01	3.7100e-01	4.7200e-01	140	1.6067e+02	8.7135e-01	7.5900e-01	1.0030e+00	5.4924e+00	4.4902e+00	1.2768e+00	9.9998e-01	2.4991e-05	4.9158e-14	[]
